补助资金	=总数=49=政府补贴49|
审议事项	=总数=21=未分类3|合同签订5|高管变动3|股份减持2|股权激励2|增发1|关联交易6|兼并收购3|担保事项5|
 公司审议事项	=总数=7=未分类1|合同签订1|高管变动2|股份减持2|关联交易1|兼并收购2|担保事项2|
  公司审议相关事项	=总数=5=合同签订1|高管变动2|股份减持1|关联交易1|兼并收购2|担保事项2|
 审议相关事项	=总数=8=合同签订2|高管变动3|股份减持1|关联交易1|增发1|兼并收购2|担保事项2|
子公司外	=总数=11=合同签订1|关联交易4|担保事项6|
对子公司	=总数=30=未分类5|关联交易4|股份增持1|担保事项20|
 对控股子公司	=总数=27=未分类1|股份减持1|关联交易11|资产重组2|担保事项12|
  对控股子公司增资	=总数=6=未分类1|关联交易4|资产重组1|
  公司对控股子公司	=总数=7=关联交易2|担保事项5|
 对子公司额度	=总数=6=担保事项6|
 控股对子公司	=总数=6=关联交易3|担保事项3|
 对子公司担保	=总数=13=担保事项13|
 对子公司提供	=总数=28=关联交易10|担保事项18|
公司比例	=总数=9=大宗交易1|股份减持9|股份增持1|
生活项目	=总数=5=合同签订4|兼并收购1|
激励期权	=总数=98=股权激励98|
预留授予	=总数=29=股权激励29|
终止资产	=总数=45=增发10|资产重组35|
聘任财务	=总数=24=未分类2|高管变动22|
股权托管	=总数=10=合同签订10|股份减持1|关联交易4|股份增持1|
公司合规	=总数=36=合同签订1|高管变动1|关联交易1|增发35|资产重组1|股份增持1|
 公司合规性	=总数=35=合同签订1|关联交易1|增发35|资产重组1|股份增持1|
资产人员	=总数=5=股份减持2|资产重组3|
资产事宜	=总数=14=未分类1|合同签订1|关联交易2|增发8|资产重组2|兼并收购1|
 资产过户事宜	=总数=6=关联交易2|增发5|
购买发行	=总数=12=关联交易1|增发11|股份增持1|
先生职务	=总数=12=高管变动12|
股东协议	=总数=11=回购2|合同签订9|股份减持4|质押2|股份增持2|
子公司城	=总数=6=未分类1|合同签订1|股份减持1|政府补贴2|兼并收购1|
生产经营	=总数=15=未分类2|合同签订2|增发1|业绩发布6|股份增持1|担保事项3|
股权变动	=总数=5=合同签订2|股份减持3|诉讼仲裁1|质押1|股份增持2|
期权部分	=总数=17=回购6|股权激励11|
与子公司	=总数=16=关联交易11|担保事项5|
 与控股子公司	=总数=7=关联交易7|
代表辞职	=总数=39=高管变动39|
股份财务	=总数=13=回购1|未分类1|增发9|业绩发布2|
 股份之财务	=总数=25=回购1|增发22|兼并收购2|
报告公告	=总数=11=未分类2|增发8|关联交易1|资产重组1|兼并收购1|
股权相关	=总数=18=未分类2|合同签订1|股份减持1|股权激励11|质押1|兼并收购3|
 股权激励相关	=总数=11=股权激励11|
 股权相关事项	=总数=13=股权激励10|兼并收购3|
 公司股权相关	=总数=11=股权激励7|质押1|兼并收购3|
股份资产	=总数=768=未分类6|合同签订3|股份减持3|关联交易168|增发755|资产重组62|兼并收购17|预增2|股份增持6|
 股份所资产	=总数=6=股份减持2|增发4|
 股份资产及	=总数=8=未分类1|增发7|关联交易5|兼并收购5|
 拟股份资产	=总数=29=关联交易1|增发26|兼并收购7|预增2|
 股份股东资产	=总数=10=未分类1|增发9|
 股份资产涉及	=总数=14=关联交易1|增发13|
 股份资产报告	=总数=39=股份减持1|增发36|兼并收购1|预增1|股份增持1|
  股份资产报告书	=总数=24=增发23|股份增持1|
股份申请	=总数=5=增发2|兼并收购3|股份增持1|
激励部分	=总数=13=回购2|股权激励13|
发行承诺	=总数=13=未分类1|关联交易1|增发12|
 非公开发行承诺	=总数=9=关联交易1|增发9|
下属担保	=总数=19=担保事项19|
相关交易	=总数=6=合同签订2|关联交易4|增发2|
激励预留	=总数=49=股权激励49|
激励相关	=总数=81=回购1|股权激励81|
资产涉及	=总数=36=未分类3|股份减持3|增发16|关联交易6|资产重组5|兼并收购3|
收到行政	=总数=58=债券发行3|未分类1|违规违纪35|增发16|关联交易9|资产重组4|兼并收购1|
债券获得	=总数=28=债券发行28|增发1|
选举董事	=总数=34=高管变动34|
子公司向	=总数=24=回购1|未分类1|关联交易9|担保事项14|
 子公司向担保	=总数=6=担保事项6|
 子公司向银行	=总数=17=未分类1|担保事项16|
 子公司向提供	=总数=12=回购1|担保事项12|
 全资子公司向	=总数=9=回购1|关联交易2|担保事项7|
 子公司向贷款	=总数=11=关联交易6|担保事项5|
 公司及子公司向	=总数=7=未分类1|关联交易4|担保事项2|
子公司合	=总数=64=未分类3|合同签订54|股份减持1|关联交易3|资产重组1|兼并收购6|担保事项2|
 子公司吸收合	=总数=5=兼并收购5|
 公司子公司合	=总数=10=合同签订7|股份减持1|资产重组1|兼并收购2|担保事项1|
 控股子公司合	=总数=15=合同签订12|兼并收购3|担保事项1|
 全资子公司合	=总数=26=未分类2|合同签订21|股份减持1|关联交易1|兼并收购3|
关联补充	=总数=5=合同签订1|关联交易4|
合作项目	=总数=6=未分类1|合同签订4|增发1|
向大股东	=总数=6=关联交易6|
控股签订	=总数=13=回购2|未分类1|合同签订12|质押2|
及及担保	=总数=7=关联交易1|担保事项7|
 公司及及担保	=总数=5=担保事项5|
配套融资	=总数=10=合同签订1|关联交易3|增发8|资产重组1|兼并收购1|
万元额度	=总数=10=关联交易1|担保事项9|
备考财务	=总数=17=未分类1|资产重组1|业绩发布15|
回购部分	=总数=55=回购55|股权激励4|关联交易1|质押1|
 回购部分事项	=总数=6=回购6|股权激励1|
公司股票	=总数=688=未分类44|违规违纪3|股权激励306|交易异动48|诉讼仲裁3|资产重组14|质押13|回购30|首发64|合同签订2|股份减持4|预减4|配股1|关联交易13|增发137|兼并收购8|股份增持26|
 公司之股票	=总数=5=首发2|股权激励1|增发2|
 持公司股票	=总数=21=未分类2|股份减持2|违规违纪1|诉讼仲裁2|质押1|股份增持14|
  股东持公司股票	=总数=8=未分类1|诉讼仲裁2|质押1|股份增持4|
 公司股票之	=总数=75=回购1|未分类2|首发8|股权激励53|配股1|增发11|
  公司限制性股票之	=总数=30=股权激励30|
 对公司股票	=总数=13=股权激励8|诉讼仲裁2|增发3|
 公司股股票	=总数=30=股权激励9|关联交易2|增发17|兼并收购3|股份增持2|
 公司股票在	=总数=7=未分类1|首发5|股份减持1|
 公司股票和	=总数=27=回购1|股权激励4|增发22|
 公司股票及	=总数=71=回购3|未分类3|股权激励34|交易异动18|诉讼仲裁1|关联交易3|增发13|
 公司股票性	=总数=37=未分类2|预减1|增发34|
 公司股票权	=总数=18=股份减持1|股权激励17|
 所公司股票	=总数=6=未分类1|股份减持2|诉讼仲裁2|质押1|
 公司股票等	=总数=8=股权激励6|增发1|资产重组1|
 公司所股票	=总数=9=未分类1|股份减持2|股权激励4|诉讼仲裁2|
 公司持股票	=总数=6=未分类1|股份减持2|诉讼仲裁2|股份增持1|
 公司与股票	=总数=51=未分类1|股权激励50|
 本公司股票	=总数=12=违规违纪1|股权激励3|交易异动1|增发2|诉讼仲裁1|股份增持5|
 公司股权股票	=总数=13=股权激励10|增发3|
 公司公司股票	=总数=13=未分类1|股份减持3|违规违纪1|诉讼仲裁2|股份增持6|
 股东公司股票	=总数=11=未分类1|股份减持1|增发1|关联交易1|诉讼仲裁2|质押2|股份增持5|
 购买公司股票	=总数=7=合同签订1|增发1|兼并收购1|股份增持5|
 公司购买股票	=总数=11=增发7|股份增持4|
 公司股票数量	=总数=23=股权激励21|增发2|
 公司股东股票	=总数=14=回购9|股份减持1|诉讼仲裁3|质押9|股份增持1|
 公司股票公告	=总数=34=未分类5|首发2|预减1|交易异动12|关联交易1|增发10|资产重组3|质押1|
  公司股票牌公告	=总数=27=未分类3|交易异动11|关联交易1|增发10|资产重组3|
   公司股票停牌公告	=总数=8=未分类1|交易异动5|增发2|
 公司股票情况	=总数=5=违规违纪1|增发3|资产重组1|
 公司限制性股票	=总数=192=回购21|股权激励175|
 公司股票创业板	=总数=5=首发5|
进行调整	=总数=15=股权激励11|增发2|资产重组1|业绩发布1|
 对进行调整	=总数=12=股权激励9|增发2|资产重组1|
总监辞职	=总数=18=高管变动18|
事宜获得	=总数=11=配股2|增发5|资产重组2|兼并收购3|
项目合作	=总数=15=未分类1|合同签订13|股份减持1|
 与项目合作	=总数=6=未分类1|合同签订5|
所持股权	=总数=53=未分类4|股份减持27|诉讼仲裁1|关联交易4|资产重组2|质押8|兼并收购11|担保事项1|
 其所持股权	=总数=6=股份减持4|关联交易2|兼并收购2|
 股东所持股权	=总数=8=诉讼仲裁1|质押7|
股权合作	=总数=6=合同签订6|股份减持1|兼并收购1|
财务报表	=总数=27=未分类2|业绩发布24|担保事项1|
股权收购	=总数=42=合同签订9|关联交易2|兼并收购42|股份增持1|
 公司股权收购	=总数=11=兼并收购11|股份增持1|
 子公司股权收购	=总数=6=兼并收购6|股份增持1|
董事选举	=总数=12=高管变动12|
本次报告	=总数=7=未分类1|增发5|资产重组1|
与就事项	=总数=8=合同签订4|关联交易5|兼并收购3|
委托报告	=总数=13=股权激励12|增发1|
 独立董事公开委托投票权报告书	=总数=10=股权激励10|
 独立董事征集委托投票权报告书	=总数=11=股权激励11|
在创业板	=总数=99=未分类2|首发97|
 在创业板书	=总数=20=首发20|
 在创业板上市之	=总数=33=首发33|
拟转让所	=总数=47=未分类1|股份减持46|
协议公司	=总数=5=合同签订3|股份减持4|股份增持2|
银行关联	=总数=8=关联交易4|担保事项4|
公开结果	=总数=69=债券发行2|未分类1|首发28|股份减持2|关联交易3|增发35|
 公开发行结果	=总数=64=债券发行2|未分类1|首发26|关联交易2|增发35|
补贴资金	=总数=15=政府补贴15|
协议公告	=总数=16=合同签订16|兼并收购1|
政府补贴	=总数=49=政府补贴49|
持股比例	=总数=12=大宗交易1|股份减持10|兼并收购2|担保事项1|
 后持股比例	=总数=10=大宗交易1|股份减持9|兼并收购1|
诉讼进展	=总数=86=合同签订1|诉讼仲裁86|
拟收购及	=总数=6=兼并收购6|
子公司反	=总数=6=兼并收购1|担保事项5|
 子公司提供反担保	=总数=5=担保事项5|
子公司及	=总数=18=未分类2|股份减持1|专利获取1|政府补贴2|增发1|兼并收购2|担保事项8|股份增持2|
 及子公司及	=总数=6=专利获取1|政府补贴2|兼并收购1|担保事项2|
  公司及子公司及	=总数=5=专利获取1|政府补贴2|担保事项2|
 子公司股权及	=总数=7=股份减持1|增发1|兼并收购3|股份增持2|
 公司子公司及	=总数=9=未分类1|专利获取1|政府补贴2|兼并收购1|股份增持1|担保事项4|
 子公司及公告	=总数=5=合同签订1|专利获取1|兼并收购2|担保事项1|股份增持1|
 子公司及公司	=总数=6=兼并收购1|股份增持1|担保事项5|
 子公司及担保	=总数=8=担保事项8|
 控股子公司及	=总数=12=未分类1|合同签订1|股份减持1|违规违纪1|政府补贴1|增发1|兼并收购2|担保事项4|股份增持2|
控股担保	=总数=167=合同签订1|关联交易3|质押1|担保事项167|
 为控股担保	=总数=114=合同签订1|担保事项114|
  为控股股东担保	=总数=5=担保事项5|
 对控股担保	=总数=14=担保事项14|
 控股及担保	=总数=11=关联交易1|担保事项11|
 控股提供担保	=总数=133=合同签订1|关联交易2|担保事项133|
  控股为提供担保	=总数=9=关联交易2|担保事项9|
 公司控股担保	=总数=24=关联交易2|担保事项24|
  公司控股子公司担保	=总数=17=担保事项17|
 控股对外担保	=总数=17=关联交易1|担保事项17|
  控股子公司对外担保	=总数=11=担保事项11|
公司担保	=总数=243=债券发行1|关联交易10|担保事项243|
 对公司担保	=总数=31=担保事项31|
 公司为担保	=总数=26=担保事项26|
 公司和担保	=总数=5=担保事项5|
 为公司担保	=总数=66=关联交易6|担保事项66|
 公司及担保	=总数=24=关联交易2|担保事项24|
 及公司担保	=总数=11=关联交易1|担保事项11|
 公司向担保	=总数=10=担保事项10|
 公司公司担保	=总数=61=关联交易2|担保事项61|
  股东公司公司担保	=总数=6=担保事项6|
 全资公司担保	=总数=7=担保事项7|
 股东公司担保	=总数=17=关联交易3|担保事项17|
 子公司公司担保	=总数=40=担保事项40|
公司批复	=总数=15=债券发行8|未分类2|配股1|关联交易1|增发2|资产重组1|
人持公司	=总数=63=股份减持8|股份增持55|
公司复牌	=总数=67=债券发行1|未分类12|合同签订1|交易异动24|关联交易3|增发15|资产重组13|兼并收购3|
 公司复牌公告	=总数=23=未分类2|交易异动6|增发8|关联交易1|资产重组7|
 公司证券复牌	=总数=5=增发1|资产重组4|
事项核查	=总数=17=债券发行1|未分类2|交易异动12|关联交易2|
评估项目	=总数=64=未分类6|股份减持25|关联交易1|增发14|业绩发布1|兼并收购22|股份增持2|
人持公告	=总数=5=股份减持3|股份增持2|
工程承包	=总数=8=未分类1|合同签订7|
与之协议	=总数=11=合同签订11|增发2|
 与协议之补充协议	=总数=5=合同签订5|
自查公告	=总数=24=未分类1|交易异动22|股份增持1|
 停牌自查公告	=总数=17=交易异动17|
担保额度	=总数=42=担保事项42|
子公司保	=总数=12=关联交易4|担保事项8|
子公司信	=总数=26=未分类2|兼并收购1|担保事项23|
 全资子公司信	=总数=13=未分类1|担保事项12|
 控股子公司信	=总数=21=兼并收购1|担保事项20|
  控股子公司授信	=总数=20=担保事项20|
 子公司申请授信	=总数=28=未分类1|担保事项27|
 子公司授信额度	=总数=15=担保事项15|
资产转让	=总数=13=未分类2|股份减持11|增发1|股份增持1|
软件公司	=总数=7=未分类1|合同签订1|股份减持2|兼并收购1|担保事项2|
发行实施	=总数=28=增发28|
合同协议	=总数=7=合同签订7|
股份股权	=总数=49=股份减持9|增发22|质押2|兼并收购20|股份增持4|
